season,game_type,team,week,gsis_id,position,full_name,first_name,last_name,report_primary_injury,report_secondary_injury,report_status,practice_primary_injury,practice_secondary_injury,practice_status,date_modified
2023,REG,DEN,18,00-0034368,LB,Josey Jewell,Josey,Jewell,n/a,n/a,n/a,Back,n/a,Full Participation in Practice,2024-01-05 21:37:22
2023,REG,DEN,18,00-0038976,WR,Marvin Mims,Marvin,Mims,n/a,n/a,n/a,Hamstring,n/a,Full Participation in Practice,2024-01-05 21:37:22
2023,REG,DEN,18,00-0038796,T,Alex Palczewski,Alex,Palczewski,n/a,n/a,n/a,Knee,n/a,Full Participation in Practice,2024-01-04 21:23:56
2023,REG,DEN,18,00-0033526,RB,Samaje Perine,Samaje,Perine,n/a,n/a,n/a,Not injury related - resting player,n/a,Full Participation in Practice,2024-01-05 21:37:22
2023,REG,DEN,18,00-0029890,DT,Mike Purcell,Mike,Purcell,n/a,n/a,n/a,Not injury related - resting player,n/a,Full Participation in Practice,2024-01-05 21:38:03
2023,REG,DEN,18,00-0034348,WR,Courtland Sutton,Courtland,Sutton,n/a,n/a,n/a,Concussion,n/a,Full Participation in Practice,2024-01-05 21:37:22
2023,REG,DEN,18,00-0031484,TE,Chris Manhertz,Chris,Manhertz,Illness,n/a,Out,Illness,n/a,Did Not Participate In Practice,2024-01-05 21:38:25
2023,REG,DEN,18,00-0034847,T,Mike McGlinchey,Mike,McGlinchey,Ribs,n/a,Out,Ribs,n/a,Did Not Participate In Practice,2024-01-05 21:38:41
2023,REG,DET,18,00-0032381,T,Taylor Decker,Taylor,Decker,n/a,n/a,n/a,Groin,n/a,Full Participation in Practice,2024-01-05 20:41:27
2023,REG,DET,18,00-0032395,G,Graham Glasgow,Graham,Glasgow,n/a,n/a,n/a,Not injury related - resting player,n/a,Full Participation in Practice,2024-01-05 20:41:35
2023,REG,DET,18,00-0039065,TE,Sam LaPorta,Sam,LaPorta,n/a,n/a,n/a,Ankle,n/a,Full Participation in Practice,2024-01-05 20:41:48
2023,REG,DET,18,00-0034345,C,Frank Ragnow,Frank,Ragnow,n/a,n/a,n/a,Knee,"back, toe, rest",Full Participation in Practice,2024-01-05 20:42:05
2023,REG,DET,18,00-0033930,CB,Cameron Sutton,Cameron,Sutton,n/a,n/a,n/a,Toe,n/a,Full Participation in Practice,2024-01-05 20:41:27
2023,REG,DET,18,00-0037240,WR,Jameson Williams,Jameson,Williams,Ankle,Illness,Out,Ankle,Illness,Did Not Participate In Practice,2024-01-05 20:43:04
2023,REG,DET,18,00-0036754,TE,Brock Wright,Brock,Wright,Hip,n/a,Out,Hip,n/a,Did Not Participate In Practice,2024-01-05 20:43:12
2023,REG,DET,18,00-0037310,LB,James Houston,James,Houston,Ankle,n/a,Out,Ankle,n/a,Limited Participation in Practice,2024-01-05 20:42:52
2023,REG,DET,18,00-0035253,S,Chauncey Gardner-Johnson,Chauncey,Gardner-Johnson,Pectoral,n/a,Questionable,Pectoral,n/a,Full Participation in Practice,2024-01-05 20:42:44
2023,REG,DET,18,00-0035841,DT,Benito Jones,Benito,Jones,Illness,n/a,Questionable,Illness,n/a,Full Participation in Practice,2024-01-05 20:42:44
2023,REG,DET,18,00-0036624,DT,Alim McNeill,Alim,McNeill,Knee,n/a,Questionable,Knee,n/a,Limited Participation in Practice,2024-01-05 20:42:44
2023,REG,GB,18,00-0034728,CB,Jaire Alexander,Jaire,Alexander,n/a,n/a,n/a,Shoulder,n/a,Full Participation in Practice,2024-01-05 20:03:03
2023,REG,GB,18,00-0036677,S,Zayne Anderson,Zayne,Anderson,n/a,n/a,n/a,Knee,n/a,Full Participation in Practice,2024-01-05 20:03:03
2023,REG,GB,18,00-0032401,LB,De'Vondre Campbell,De'Vondre,Campbell,n/a,n/a,n/a,Neck,n/a,Full Participation in Practice,2024-01-05 20:03:03
2023,REG,GB,18,00-0036622,C,Josh Myers,Josh,Myers,n/a,n/a,n/a,Neck,n/a,Full Participation in Practice,2024-01-05 20:03:03
2023,REG,GB,18,00-0035133,CB,Keisean Nixon,Keisean,Nixon,n/a,n/a,n/a,Quadricep,n/a,Full Participation in Practice,2024-01-05 20:03:03
2023,REG,GB,18,00-0034968,S,Darnell Savage,Darnell,Savage,n/a,n/a,n/a,Shoulder,n/a,Full Participation in Practice,2024-01-05 20:03:03
2023,REG,GB,18,00-0037074,LB,Quay Walker,Quay,Walker,n/a,n/a,n/a,Shoulder,n/a,Full Participation in Practice,2024-01-05 20:03:03
2023,REG,GB,18,00-0033293,RB,Aaron Jones,Aaron,Jones,n/a,n/a,n/a,Knee,Finger,Limited Participation in Practice,2024-01-05 20:03:03
2023,REG,GB,18,00-0034485,S,Jonathan Owens,Jonathan,Owens,n/a,n/a,n/a,Knee,n/a,Limited Participation in Practice,2024-01-05 20:03:03
2023,REG,GB,18,00-0035004,DT,Chris Slayton,Chris,Slayton,n/a,n/a,n/a,Knee,Foot,Limited Participation in Practice,2024-01-05 20:03:03
2023,REG,GB,18,00-0036265,RB,A.J. Dillon,A.J.,Dillon,Thumb,Neck,Out,Thumb,Neck,Did Not Participate In Practice,2024-01-05 20:04:01
2023,REG,GB,18,00-0033792,S,Rudy Ford,Rudy,Ford,Hamstring,n/a,Out,Hamstring,n/a,Did Not Participate In Practice,2024-01-05 20:04:07
2023,REG,GB,18,00-0036658,LB,Isaiah McDuffie,Isaiah,McDuffie,Concussion,Neck,Doubtful,Concussion,Neck,Did Not Participate In Practice,2024-01-05 20:04:23
2023,REG,GB,18,00-0038124,WR,Christian Watson,Christian,Watson,Hamstring,n/a,Questionable,Hamstring,n/a,Did Not Participate In Practice,2024-01-05 20:03:48
2023,REG,GB,18,00-0037305,T,Luke Tenuta,Luke,Tenuta,Ankle,n/a,Questionable,Ankle,n/a,Full Participation in Practice,2024-01-05 20:03:48
2023,REG,GB,18,00-0038393,WR,Dontayvion Wicks,Dontayvion,Wicks,Chest,n/a,Questionable,Chest,n/a,Full Participation in Practice,2024-01-05 20:03:48
2023,REG,GB,18,00-0038797,RB,Emanuel Wilson,Emanuel,Wilson,Shoulder,n/a,Questionable,Shoulder,n/a,Full Participation in Practice,2024-01-05 20:03:48
2023,REG,GB,18,00-0035526,G,Elgton Jenkins,Elgton,Jenkins,Knee,Ankle,Questionable,Knee,Ankle,Limited Participation in Practice,2024-01-05 20:03:48
2023,REG,GB,18,00-0039144,TE,Luke Musgrave,Luke,Musgrave,kidney,n/a,Questionable,kidney,n/a,Limited Participation in Practice,2024-01-05 20:03:48
2023,REG,GB,18,00-0039146,WR,Jayden Reed,Jayden,Reed,Chest,n/a,Questionable,Chest,n/a,Limited Participation in Practice,2024-01-05 20:03:48
2023,REG,GB,18,00-0031935,LB,Preston Smith,Preston,Smith,Ankle,n/a,Questionable,Ankle,n/a,Limited Participation in Practice,2024-01-05 20:03:48
2023,REG,HOU,18,00-0033591,WR,Noah Brown,Noah,Brown,Back,n/a,Out,Back,n/a,Did Not Participate In Practice,2024-01-04 21:06:05
2023,REG,HOU,18,00-0036224,DE,Jonathan Greenard,Jonathan,Greenard,Ankle,n/a,Out,Ankle,n/a,Did Not Participate In Practice,2024-01-04 21:06:12
2023,REG,HOU,18,00-0030431,WR,Robert Woods,Robert,Woods,Hip,n/a,Questionable,Hip,n/a,Did Not Participate In Practice,2024-01-04 21:05:53
2023,REG,HOU,18,00-0039108,DE,Will Anderson,Will,Anderson,Ankle,n/a,Questionable,Ankle,n/a,Limited Participation in Practice,2024-01-04 21:05:53
2023,REG,HOU,18,00-0034959,FB,Andrew Beck,Andrew,Beck,Calf,n/a,Questionable,Calf,n/a,Limited Participation in Practice,2024-01-04 21:05:53
2023,REG,HOU,18,00-0033131,DT,Maliek Collins,Maliek,Collins,Hip,n/a,Questionable,Hip,n/a,Limited Participation in Practice,2024-01-04 21:05:53
2023,REG,HOU,18,00-0032759,DT,Sheldon Rankins,Sheldon,Rankins,Ankle,n/a,Questionable,Ankle,n/a,Limited Participation in Practice,2024-01-04 21:05:53
2023,REG,HOU,18,00-0032380,T,Laremy Tunsil,Laremy,Tunsil,Groin,n/a,Questionable,Groin,n/a,Limited Participation in Practice,2024-01-04 21:05:53
2023,REG,IND,18,00-0032378,DT,DeForest Buckner,DeForest,Buckner,n/a,n/a,n/a,Not injury related - resting player,n/a,Did Not Participate In Practice,2024-01-04 20:32:24
2023,REG,IND,18,00-0034842,DT,Taven Bryan,Taven,Bryan,n/a,n/a,n/a,Calf,n/a,Full Participation in Practice,2024-01-04 20:32:13
2023,REG,IND,18,00-0038737,DE,Isaiah Land,Isaiah,Land,n/a,n/a,n/a,Hip,n/a,Full Participation in Practice,2024-01-04 20:32:13
2023,REG,IND,18,00-0034359,DE,Tyquan Lewis,Tyquan,Lewis,n/a,n/a,n/a,Back,n/a,Full Participation in Practice,2024-01-04 20:32:13
2023,REG,IND,18,00-0036644,LB,Cameron McGrone,Cameron,McGrone,n/a,n/a,n/a,Illness,n/a,Full Participation in Practice,2024-01-04 20:32:13
2023,REG,IND,18,00-0034145,CB,Chris Lammons,Chris,Lammons,Ankle,n/a,Questionable,Ankle,n/a,Did Not Participate In Practice,2024-01-04 20:32:55
2023,REG,IND,18,00-0033393,CB,Kenny Moore,Kenny,Moore,Back,n/a,Questionable,Back,n/a,Full Participation in Practice,2024-01-04 20:32:55
2023,REG,IND,18,00-0036251,RB,Zack Moss,Zack,Moss,Forearm,n/a,Questionable,Forearm,n/a,Full Participation in Practice,2024-01-04 20:32:55
2023,REG,IND,18,00-0034836,T,Braden Smith,Braden,Smith,Knee,n/a,Questionable,Knee,n/a,Full Participation in Practice,2024-01-04 20:32:55
2023,REG,IND,18,00-0032383,C,Ryan Kelly,Ryan,Kelly,Ankle,n/a,Questionable,Ankle,n/a,Limited Participation in Practice,2024-01-04 20:32:55
2023,REG,IND,18,00-0034342,G,Quenton Nelson,Quenton,Nelson,Ankle,n/a,Questionable,Ankle,n/a,Limited Participation in Practice,2024-01-04 20:32:55
2023,REG,JAX,18,00-0033936,QB,C.J. Beathard,C.J.,Beathard,n/a,n/a,n/a,left Shoulder,n/a,Full Participation in Practice,2024-01-05 18:47:50
2023,REG,JAX,18,00-0036327,G,Ezra Cleveland,Ezra,Cleveland,n/a,n/a,n/a,Knee,n/a,Full Participation in Practice,2024-01-05 18:47:50
2023,REG,JAX,18,00-0036975,T,Walker Little,Walker,Little,n/a,n/a,n/a,Hamstring,n/a,Full Participation in Practice,2024-01-05 18:47:50
2023,REG,JAX,18,00-0033891,WR,Zay Jones,Zay,Jones,Knee,Hamstring,Questionable,Knee,Hamstring,Limited Participation in Practice,2024-01-05 18:52:04
2023,REG,JAX,18,00-0034775,WR,Christian Kirk,Christian,Kirk,Groin,n/a,Questionable,Groin,n/a,Limited Participation in Practice,2024-01-05 18:52:29
2023,REG,JAX,18,00-0036971,QB,Trevor Lawrence,Trevor,Lawrence,right Shoulder,left Finger,Questionable,right Shoulder,left Finger,Limited Participation in Practice,2024-01-05 18:54:40
2023,REG,KC,18,00-0032062,TE,Blake Bell,Blake,Bell,n/a,n/a,n/a,Finger,n/a,Full Participation in Practice,2024-01-05 21:00:51
2023,REG,KC,18,00-0036360,RB,Clyde Edwards-Helaire,Clyde,Edwards-Helaire,n/a,n/a,n/a,Illness,n/a,Full Participation in Practice,2024-01-04 23:50:50
2023,REG,KC,18,00-0036637,TE,Noah Gray,Noah,Gray,n/a,n/a,n/a,Ribs,n/a,Full Participation in Practice,2024-01-05 21:00:51
2023,REG,KC,18,00-0037216,WR,Justyn Ross,Justyn,Ross,n/a,n/a,n/a,Illness,n/a,Full Participation in Practice,2024-01-04 23:47:54
2023,REG,KC,18,00-0036660,G,Trey Smith,Trey,Smith,n/a,n/a,n/a,Illness,n/a,Full Participation in Practice,2024-01-05 21:02:23
2023,REG,KC,18,00-0032762,DT,Chris Jones,Chris,Jones,n/a,n/a,n/a,Groin,n/a,Limited Participation in Practice,2024-01-05 21:01:59
2023,REG,KC,18,00-0030506,TE,Travis Kelce,Travis,Kelce,n/a,n/a,n/a,Neck,n/a,Limited Participation in Practice,2024-01-05 21:00:51
2023,REG,KC,18,00-0039067,WR,Rashee Rice,Rashee,Rice,Hamstring,n/a,Out,Hamstring,n/a,Did Not Participate In Practice,2024-01-05 21:05:32
2023,REG,KC,18,00-0032217,T,Donovan Smith,Donovan,Smith,Neck,n/a,Out,Neck,n/a,Did Not Participate In Practice,2024-01-05 21:06:38
2023,REG,KC,18,00-0036374,CB,L'Jarius Sneed,L'Jarius,Sneed,Calf,n/a,Out,Calf,n/a,Did Not Participate In Practice,2024-01-05 21:06:49
2023,REG,KC,18,00-0036913,WR,Kadarius Toney,Kadarius,Toney,Hip,Ankle,Out,Hip,Ankle,Did Not Participate In Practice,2024-01-05 21:05:42
2023,REG,KC,18,00-0033873,QB,Patrick Mahomes,Patrick,Mahomes,Ankle,n/a,Doubtful,Ankle,n/a,Full Participation in Practice,2024-01-05 21:04:11
2023,REG,KC,18,00-0036621,LB,Nick Bolton,Nick,Bolton,Wrist,Abdomen,Questionable,Wrist,Abdomen,Full Participation in Practice,2024-01-05 21:02:30
2023,REG,KC,18,00-0036378,DE,Michael Danna,Michael,Danna,Coaching,n/a,Questionable,Coaching,n/a,Full Participation in Practice,2024-01-05 21:02:30
2023,REG,KC,18,00-0037192,DE,George Karlaftis,George,Karlaftis,Coaching,n/a,Questionable,Coaching,n/a,Full Participation in Practice,2024-01-05 21:02:30
2023,REG,KC,18,00-0037191,CB,Trent McDuffie,Trent,McDuffie,Shoulder,n/a,Questionable,Shoulder,n/a,Full Participation in Practice,2024-01-05 21:02:30
2023,REG,KC,18,00-0037197,RB,Isiah Pacheco,Isiah,Pacheco,Quadricep,Shoulder,Questionable,Quadricep,Shoulder,Limited Participation in Practice,2024-01-05 21:02:30
2023,REG,LA,18,00-0034804,C,Brian Allen,Brian,Allen,n/a,n/a,n/a,Illness,n/a,Full Participation in Practice,2024-01-05 20:33:57
2023,REG,LA,18,00-0036903,DT,Bobby Brown,Bobby,Brown,n/a,n/a,n/a,Knee,n/a,Full Participation in Practice,2024-01-05 20:33:29
2023,REG,LA,18,00-0036431,S,Jordan Fuller,Jordan,Fuller,n/a,n/a,n/a,Ankle,n/a,Full Participation in Practice,2024-01-05 20:33:29
2023,REG,LA,18,00-0032242,T,Rob Havenstein,Rob,Havenstein,n/a,n/a,n/a,Not injury related - resting player,n/a,Full Participation in Practice,2024-01-05 20:33:29
2023,REG,LA,18,00-0039061,DT,Desjuan Johnson,Desjuan,Johnson,n/a,n/a,n/a,Toe,n/a,Full Participation in Practice,2024-01-05 20:33:29
2023,REG,LA,18,00-0039134,CB,Tre'Vius Tomlinson,Tre'Vius,Tomlinson,n/a,n/a,n/a,Hamstring,n/a,Full Participation in Practice,2024-01-05 20:34:53
2023,REG,LA,18,00-0035696,CB,Duke Shelley,Duke,Shelley,Hamstring,n/a,Out,Hamstring,n/a,Full Participation in Practice,2024-01-05 20:39:18
2023,REG,LA,18,00-0031388,DT,Aaron Donald,Aaron,Donald,Coach's decision,n/a,Doubtful,Coach's decision,n/a,Did Not Participate In Practice,2024-01-05 20:40:28
2023,REG,LA,18,00-0033110,TE,Tyler Higbee,Tyler,Higbee,Shoulder,n/a,Doubtful,Shoulder,n/a,Did Not Participate In Practice,2024-01-05 20:39:01
2023,REG,LA,18,00-0034803,T,Joseph Noteboom,Joseph,Noteboom,Foot,n/a,Doubtful,Foot,n/a,Did Not Participate In Practice,2024-01-05 20:38:46
2023,REG,LA,18,00-0026498,QB,Matthew Stafford,Matthew,Stafford,Coach's decision,n/a,Doubtful,Coach's decision,n/a,Did Not Participate In Practice,2024-01-05 20:39:45
2023,REG,LA,18,00-0036994,LB,Ernest Jones,Ernest,Jones,Coach's decision,n/a,Doubtful,Coach's decision,n/a,Full Participation in Practice,2024-01-05 20:40:47
2023,REG,LA,18,00-0033908,WR,Cooper Kupp,Cooper,Kupp,Coach's decision,n/a,Doubtful,Coach's decision,n/a,Full Participation in Practice,2024-01-05 20:40:13
2023,REG,LA,18,00-0037840,RB,Kyren Williams,Kyren,Williams,Coach's decision,n/a,Doubtful,Coach's decision,n/a,Full Participation in Practice,2024-01-05 20:39:56
2023,REG,LAC,18,00-0031040,DE,Khalil Mack,Khalil,Mack,n/a,n/a,n/a,Not injury related - resting player,n/a,Did Not Participate In Practice,2024-01-03 21:28:46
2023,REG,LAC,18,00-0038553,LB,Daiyan Henley,Daiyan,Henley,n/a,n/a,n/a,Groin,n/a,Full Participation in Practice,2024-01-05 20:04:18
2023,REG,LAC,18,00-0036988,WR,Josh Palmer,Josh,Palmer,n/a,n/a,n/a,Concussion,n/a,Full Participation in Practice,2024-01-05 20:04:45
2023,REG,LAC,18,00-0035688,T,Trey Pipkins,Trey,Pipkins,n/a,n/a,n/a,Wrist,n/a,Full Participation in Practice,2024-01-05 20:04:51
2023,REG,LAC,18,00-0037009,T,Rashawn Slater,Rashawn,Slater,n/a,n/a,n/a,Knee,n/a,Full Participation in Practice,2024-01-05 20:04:18
2023,REG,LAC,18,00-0030279,WR,Keenan Allen,Keenan,Allen,Heel,n/a,Out,Heel,n/a,Did Not Participate In Practice,2024-01-05 20:05:06
2023,REG,LAC,18,00-0033156,DE,Joey Bosa,Joey,Bosa,Foot,n/a,Out,Foot,n/a,Did Not Participate In Practice,2024-01-05 20:05:11
2023,REG,LAC,18,00-0035591,LB,Justin Hollins,Justin,Hollins,Shoulder,n/a,Out,Shoulder,n/a,Did Not Participate In Practice,2024-01-05 20:05:18
2023,REG,LAC,18,00-0030500,DT,Nicholas Williams,Nicholas,Williams,Shoulder,n/a,Out,Shoulder,n/a,Did Not Participate In Practice,2024-01-05 20:05:48
2023,REG,LAC,18,00-0036441,LB,Kenneth Murray,Kenneth,Murray,Shoulder,n/a,Doubtful,Shoulder,n/a,Did Not Participate In Practice,2024-01-05 20:05:32
2023,REG,LAC,18,00-0037818,G,Zion Johnson,Zion,Johnson,Neck,n/a,Doubtful,Neck,n/a,Limited Participation in Practice,2024-01-05 20:05:24
2023,REG,LAC,18,00-0037320,CB,Deane Leonard,Deane,Leonard,Heel,n/a,Questionable,Heel,n/a,Full Participation in Practice,2024-01-05 20:05:02
2023,REG,LAC,18,00-0036368,LB,Tanner Muse,Tanner,Muse,Knee,n/a,Questionable,Knee,n/a,Full Participation in Practice,2024-01-05 20:05:02
2023,REG,LAC,18,00-0037475,TE,Stone Smartt,Stone,Smartt,Shoulder,n/a,Questionable,Shoulder,n/a,Full Participation in Practice,2024-01-05 20:05:02
2023,REG,LAC,18,00-0039111,DE,Tuli Tuipulotu,Tuli,Tuipulotu,Ankle,n/a,Questionable,Ankle,n/a,Limited Participation in Practice,2024-01-05 20:05:02
2023,REG,LV,18,00-0035127,C,Andre James,Andre,James,n/a,n/a,n/a,Ankle,Finger,Full Participation in Practice,2024-01-05 21:46:17
2023,REG,LV,18,00-0036989,DE,Malcolm Koonce,Malcolm,Koonce,n/a,n/a,n/a,Elbow,Wrist,Full Participation in Practice,2024-01-05 21:46:17
2023,REG,LV,18,00-0034759,T,Kolton Miller,Kolton,Miller,n/a,n/a,n/a,Shoulder,n/a,Full Participation in Practice,2024-01-05 21:46:17
2023,REG,LV,18,00-0034973,DE,Maxx Crosby,Maxx,Crosby,n/a,n/a,n/a,Knee,n/a,Limited Participation in Practice,2024-01-05 21:46:17
2023,REG,LV,18,00-0033290,T,Jermaine Eluemunor,Jermaine,Eluemunor,n/a,n/a,n/a,Knee,n/a,Limited Participation in Practice,2024-01-05 21:46:17
2023,REG,LV,18,00-0035700,RB,Josh Jacobs,Josh,Jacobs,Quadricep,n/a,Out,Quadricep,n/a,Did Not Participate In Practice,2024-01-05 21:46:51
2023,REG,LV,18,00-0039066,TE,Michael Mayer,Michael,Mayer,Toe,n/a,Out,Toe,n/a,Did Not Participate In Practice,2024-01-05 21:47:03
2023,REG,LV,18,00-0037322,T,Thayer Munford,Thayer,Munford,Knee,Illness,Doubtful,Knee,Illness,Did Not Participate In Practice,2024-01-05 21:47:12
2023,REG,LV,18,00-0034545,CB,Brandon Facyson,Brandon,Facyson,Illness,n/a,Questionable,Illness,n/a,Did Not Participate In Practice,2024-01-05 21:46:41
2023,REG,LV,18,00-0035726,FB,Jakob Johnson,Jakob,Johnson,Back,n/a,Questionable,Back,n/a,Limited Participation in Practice,2024-01-05 21:46:41
2023,REG,MIA,18,00-0039040,RB,Devon Achane,Devon,Achane,n/a,n/a,n/a,Toe,Ribs,Full Participation in Practice,2024-01-05 20:49:16
2023,REG,MIA,18,00-0030067,T,Terron Armstead,Terron,Armstead,n/a,n/a,n/a,"knee, ankle, back",n/a,Full Participation in Practice,2024-01-05 20:49:25
2023,REG,MIA,18,00-0035117,G,Lester Cotton,Lester,Cotton,n/a,n/a,n/a,Hip,n/a,Full Participation in Practice,2024-01-05 20:49:32
2023,REG,MIA,18,00-0037010,G,Liam Eichenberg,Liam,Eichenberg,n/a,n/a,n/a,Calf,Ankle,Full Participation in Practice,2024-01-05 20:49:48
2023,REG,MIA,18,00-0033040,WR,Tyreek Hill,Tyreek,Hill,n/a,n/a,n/a,Ankle,n/a,Full Participation in Practice,2024-01-05 20:49:08
2023,REG,MIA,18,00-0036325,G,Robert Hunt,Robert,Hunt,n/a,n/a,n/a,Hamstring,n/a,Full Participation in Practice,2024-01-05 20:50:03
2023,REG,MIA,18,00-0036248,T,Austin Jackson,Austin,Jackson,n/a,n/a,n/a,Oblique,n/a,Full Participation in Practice,2024-01-05 20:50:10
2023,REG,MIA,18,00-0035292,LB,David Long,David,Long,n/a,n/a,n/a,Knee,n/a,Full Participation in Practice,2024-01-05 20:51:08
2023,REG,MIA,18,00-0033055,CB,Jalen Ramsey,Jalen,Ramsey,n/a,n/a,n/a,Knee,n/a,Full Participation in Practice,2024-01-05 20:48:00
2023,REG,MIA,18,00-0033549,LB,Duke Riley,Duke,Riley,n/a,n/a,n/a,Ankle,n/a,Full Participation in Practice,2024-01-05 20:48:21
2023,REG,MIA,18,00-0034285,DE,Zach Sieler,Zach,Sieler,n/a,n/a,n/a,Illness,n/a,Full Participation in Practice,2024-01-05 20:48:00
2023,REG,MIA,18,00-0036212,QB,Tua Tagovailoa,Tua,Tagovailoa,n/a,n/a,n/a,left Shoulder,Quadricep,Full Participation in Practice,2024-01-05 20:48:00
2023,REG,MIA,18,00-0034401,QB,Mike White,Mike,White,n/a,n/a,n/a,right Shoulder,n/a,Full Participation in Practice,2024-01-05 20:48:00
2023,REG,MIA,18,00-0034832,LB,Bradley Chubb,Bradley,Chubb,Knee,n/a,Out,Knee,n/a,Did Not Participate In Practice,2024-01-05 20:51:27
2023,REG,MIA,18,00-0033050,CB,Xavien Howard,Xavien,Howard,Foot,n/a,Out,Foot,n/a,Did Not Participate In Practice,2024-01-05 20:51:39
2023,REG,MIA,18,00-0036998,S,Jevon Holland,Jevon,Holland,Knee,Knee,Questionable,Knee,Knee,Full Participation in Practice,2024-01-06 21:30:30
2023,REG,MIA,18,00-0034797,LB,Jerome Baker,Jerome,Baker,Knee,n/a,Questionable,Knee,n/a,Limited Participation in Practice,2024-01-05 20:51:16
2023,REG,MIA,18,00-0031687,RB,Raheem Mostert,Raheem,Mostert,Knee,Ankle,Questionable,Knee,Ankle,Limited Participation in Practice,2024-01-05 20:51:16
2023,REG,MIA,18,00-0036613,WR,Jaylen Waddle,Jaylen,Waddle,Ankle,n/a,Questionable,Ankle,n/a,Limited Participation in Practice,2024-01-05 20:51:16
2023,REG,MIN,18,00-0037317,TE,Nick Muse,Nick,Muse,n/a,n/a,n/a,Knee,n/a,Full Participation in Practice,2024-01-05 19:46:52
2023,REG,MIN,18,00-0029606,S,Harrison Smith,Harrison,Smith,n/a,n/a,n/a,Shoulder,n/a,Full Participation in Practice,2024-01-05 19:47:05
2023,REG,MIN,18,00-0038565,CB,Mekhi Blackmon,Mekhi,Blackmon,Shoulder,n/a,Out,Shoulder,n/a,Did Not Participate In Practice,2024-01-05 19:47:52
2023,REG,MIN,18,00-0037301,S,Theo Jackson,Theo,Jackson,Toe,n/a,Out,Toe,n/a,Did Not Participate In Practice,2024-01-05 19:48:19
2023,REG,MIN,18,00-0035236,CB,Byron Murphy,Byron,Murphy,Knee,n/a,Out,Knee,n/a,Did Not Participate In Practice,2024-01-05 19:48:27
2023,REG,MIN,18,00-0037291,WR,Jalen Nailor,Jalen,Nailor,Concussion,n/a,Out,Concussion,n/a,Did Not Participate In Practice,2024-01-05 19:48:41
2023,REG,MIN,18,00-0034158,T,Brian O'Neill,Brian,O'Neill,Ankle,n/a,Out,Ankle,n/a,Did Not Participate In Practice,2024-01-05 19:48:51
2023,REG,MIN,18,00-0038584,DT,Jaquelin Roy,Jaquelin,Roy,Ankle,n/a,Out,Ankle,n/a,Did Not Participate In Practice,2024-01-05 19:49:01
2023,REG,MIN,18,00-0036616,T,Christian Darrisaw,Christian,Darrisaw,Illness,n/a,Questionable,Illness,n/a,Limited Participation in Practice,2024-01-05 19:47:36
2023,REG,MIN,18,00-0038131,G,Ed Ingram,Ed,Ingram,Shoulder,n/a,Questionable,Shoulder,n/a,Limited Participation in Practice,2024-01-05 19:47:36
2023,REG,NE,18,00-0032071,T,Trenton Brown,Trenton,Brown,Illness,n/a,Out,Illness,n/a,Did Not Participate In Practice,2024-01-05 20:39:31
2023,REG,NE,18,00-0033090,TE,Hunter Henry,Hunter,Henry,Knee,n/a,Out,Knee,n/a,Did Not Participate In Practice,2024-01-05 20:39:40
2023,REG,NE,18,00-0036981,DT,Christian Barmore,Christian,Barmore,Knee,n/a,Questionable,Knee,n/a,Limited Participation in Practice,2024-01-05 20:39:21
2023,REG,NE,18,00-0033439,TE,Pharaoh Brown,Pharaoh,Brown,Ribs,n/a,Questionable,Ribs,n/a,Limited Participation in Practice,2024-01-05 20:39:21
2023,REG,NE,18,00-0036087,CB,Myles Bryant,Myles,Bryant,Illness,n/a,Questionable,Illness,n/a,Limited Participation in Practice,2024-01-05 20:39:21
2023,REG,NE,18,00-0036193,LB,Anfernee Jennings,Anfernee,Jennings,Knee,n/a,Questionable,Knee,n/a,Limited Participation in Practice,2024-01-05 20:39:21
2023,REG,NE,18,00-0032580,CB,Jonathan Jones,Jonathan,Jones,Knee,n/a,Questionable,Knee,n/a,Limited Participation in Practice,2024-01-05 20:39:21
2023,REG,NE,18,00-0032803,CB,Jalen Mills,Jalen,Mills,Ankle,n/a,Questionable,Ankle,n/a,Limited Participation in Practice,2024-01-05 20:39:21
2023,REG,NE,18,00-0031547,WR,DeVante Parker,DeVante,Parker,Ribs,n/a,Questionable,Ribs,n/a,Limited Participation in Practice,2024-01-05 20:39:21
2023,REG,NE,18,00-0033883,S,Jabrill Peppers,Jabrill,Peppers,Hamstring,n/a,Questionable,Hamstring,n/a,Limited Participation in Practice,2024-01-05 20:39:21
2023,REG,NE,18,00-0026293,WR,Matt Slater,Matt,Slater,Hamstring,n/a,Questionable,Hamstring,n/a,Limited Participation in Practice,2024-01-05 20:39:21
2023,REG,NE,18,00-0035240,LB,Jahlani Tavai,Jahlani,Tavai,Tooth,n/a,Questionable,Tooth,n/a,Limited Participation in Practice,2024-01-05 20:39:21
2023,REG,NE,18,00-0038104,WR,Tyquan Thornton,Tyquan,Thornton,Ankle,n/a,Questionable,Ankle,n/a,Limited Participation in Practice,2024-01-05 20:39:21
2023,REG,NE,18,00-0036559,CB,Shaun Wade,Shaun,Wade,Hip,n/a,Questionable,Hip,n/a,Limited Participation in Practice,2024-01-05 20:39:21
2023,REG,NO,18,00-0035242,C,Erik McCoy,Erik,McCoy,n/a,n/a,n/a,Foot,n/a,Full Participation in Practice,2024-01-05 20:08:11
